url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,asset,query,timestamp_utc,text_for_sentiment,finbert_label,finbert_confidence,sentiment_score
https://www.asiaone.com:443/money/oil-prices-rise-after-reports-container-ships-hormuz-being-hit-gunfire,,Oil prices rise after reports of container ships in Hormuz being hit by gunfire,20260422T113000Z,https://media.asiaone.com/sites/default/files/styles/article_top_image/public/original_images/Apr2026/hormuz-cent-com.jpg?itok=D7XzT5O7,asiaone.com,English,Singapore,OIL,crude inventory,2026-04-22 11:30:00+00:00,Oil prices rise after reports of container ships in Hormuz being hit by gunfire,negative,0.850238025188446,-1
https://economictimes.indiatimes.com/markets/commodities/news/us-oil-prices-rise-as-us-iran-peace-talks-remain-uncertain/articleshow/130429722.cms,https://m.economictimes.com/markets/commodities/news/us-oil-prices-rise-as-us-iran-peace-talks-remain-uncertain/amp_articleshow/130429722.cms,Oil prices turn lower as investors assess outlook for US - Iran peace talks,20260422T014500Z,"https://img.etimg.com/thumb/msid-130429724,width-1200,height-630,imgsize-89064,overlay-etmarkets/articleshow.jpg",economictimes.indiatimes.com,English,India,OIL,crude inventory,2026-04-22 01:45:00+00:00,Oil prices turn lower as investors assess outlook for US - Iran peace talks,negative,0.9029722809791565,-1
https://openthemagazine.com/business/crude-oil-prices-nearly-double-to-116-amid-west-asia-crisis-india-supply-stable-govt,,"Crude Oil Prices Nearly Double to $116 Amid West Asia Crisis , But India Fuel Supply and Prices Remain Stable : Government",20260421T133000Z,"https://media.openthemagazine.com/openthemagazine/2026-04-21/mo2um15k/20260420254L.jpg?&ar=40:21&auto=format,compress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100",openthemagazine.com,English,India,OIL,crude inventory,2026-04-21 13:30:00+00:00,"Crude Oil Prices Nearly Double to $116 Amid West Asia Crisis , But India Fuel Supply and Prices Remain Stable : Government",positive,0.7825767993927002,1
https://www.marketscreener.com/news/the-global-energy-order-is-breaking-down-commodities-roundup-ce7f58dad888f023,,The Global Energy Order Is Breaking Down -- Commodities Roundup,20260429T140000Z,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,marketscreener.com,English,,OIL,crude inventory,2026-04-29 14:00:00+00:00,The Global Energy Order Is Breaking Down -- Commodities Roundup,negative,0.8799099326133728,-1
https://theindianawaaz.com/govt-announces-various-measures-to-ameliorate-situation-arising-out-of-west-asian-crisis/,,Govt announces various measures to ameliorate situation arising out of West Asian Crisis – The Indian Awaaz,20260402T203000Z,,theindianawaaz.com,English,India,OIL,crude inventory,2026-04-02 20:30:00+00:00,Govt announces various measures to ameliorate situation arising out of West Asian Crisis – The Indian Awaaz,positive,0.6852808594703674,1
https://www.marketscreener.com/news/mib-remains-bullish-strong-buy-on-buzzi-ce7e51dfdd8ef226,,MIB remains bullish ; strong buy on Buzzi,20260401T104500Z,https://cdn.zonebourse.com/static/resize/0/0/images/reuters/2022-09-30T122321Z_1_LYNXMPEI8T0LQ_RTROPTP_3_ITALY-ECONOMY.JPG,marketscreener.com,English,,OIL,crude inventory,2026-04-01 10:45:00+00:00,MIB remains bullish ; strong buy on Buzzi,positive,0.9354879260063171,1
https://www.marketscreener.com/news/european-markets-gain-momentum-mib-leads-with-prysmian-ce7e51dfda8df625,,European markets gain momentum ; MIB leads with Prysmian,20260401T081500Z,https://cdn.zonebourse.com/static/resize/0/0/images/reuters/2022-09-30T122321Z_1_LYNXMPEI8T0LQ_RTROPTP_3_ITALY-ECONOMY.JPG,marketscreener.com,English,,OIL,crude inventory,2026-04-01 08:15:00+00:00,European markets gain momentum ; MIB leads with Prysmian,positive,0.9237502217292786,1
https://peakoil.com/production/iran-war-and-the-strait-of-hormuz-oil-market-implications-six-weeks-in,,Iran War and the Strait of Hormuz : Oil Market Implications Six Weeks In  | Peak Oil News and Message Boards,20260408T001500Z,,peakoil.com,English,United States,OIL,crude inventory,2026-04-08 00:15:00+00:00,Iran War and the Strait of Hormuz : Oil Market Implications Six Weeks In  | Peak Oil News and Message Boards,neutral,0.8868933320045471,0
https://www.forbes.com/sites/georgecalhoun/2026/04/01/to-price-in-hormuz-markets-must-recognize-two-economic-risks/,,"To  Price In  Hormuz , Markets Must Recognize Two Economic Risks",20260401T171500Z,https://imageio.forbes.com/specials-images/imageserve/69cc358d9a48bb1920834218/0x0.jpg?format=jpg&fit=bounds,forbes.com,English,United States,OIL,crude inventory,2026-04-01 17:15:00+00:00,"To  Price In  Hormuz , Markets Must Recognize Two Economic Risks",neutral,0.9029071927070618,0
https://www.hellenicshippingnews.com/crude-oil-inventories-show-unexpected-rise-defying-forecasts/,,"Crude Oil Inventories Show Unexpected Rise , Defying Forecasts | Hellenic Shipping News Worldwide",20260409T123000Z,,hellenicshippingnews.com,English,China,OIL,crude inventory,2026-04-09 12:30:00+00:00,"Crude Oil Inventories Show Unexpected Rise , Defying Forecasts | Hellenic Shipping News Worldwide",positive,0.849764883518219,1
https://aogdigital.com/news/538325-oil-prices-jump-as-ships-come-under-fire-in-strait-of-hormuz,,Oil Prices Jump as Ships Come Under Fire in Strait,20260422T101500Z,https://images.aogdigital.com/images/maritime/w800/170016,aogdigital.com,English,Australia,OIL,crude inventory,2026-04-22 10:15:00+00:00,Oil Prices Jump as Ships Come Under Fire in Strait,negative,0.8651577234268188,-1
https://www.petroleumnews.com/story/2026/04/12/finance/ans-breaks-120-mark/50052.html,,ANS breaks $120 mark,20260410T184500Z,https://www.petroleumnews.com/home/cms_data/dfault/photos/stories/id/5/2/50052/s_top,petroleumnews.com,English,United States,OIL,crude inventory,2026-04-10 18:45:00+00:00,ANS breaks $120 mark,neutral,0.47676438093185425,0
https://www.hellenicshippingnews.com/iran-war-and-the-strait-of-hormuz-oil-market-implications-six-weeks-in-the-strait-of-hormuz-crisis-is-reshaping-global-oil-markets/,,Iran war and the strait of Hormuz : Oil market implications six weeks in The Strait of Hormuz crisis is reshaping global oil markets,20260408T231500Z,,hellenicshippingnews.com,English,China,OIL,crude inventory,2026-04-08 23:15:00+00:00,Iran war and the strait of Hormuz : Oil market implications six weeks in The Strait of Hormuz crisis is reshaping global oil markets,negative,0.9295298457145691,-1
https://www.energy-pedia.com/news/thailand/valeura-energy-announces-q1-2026-operations-update-203478,,Valeura Energy announces Q1 2026 operations update,20260409T083000Z,,energy-pedia.com,English,United Kingdom,OIL,crude inventory,2026-04-09 08:30:00+00:00,Valeura Energy announces Q1 2026 operations update,neutral,0.9248679876327515,0
